rank,rank_stylectrl,model,arena_score,95_pct_ci,votes,organization,license,knowledge_cutoff,url
193,187,Starling-LM-7B-beta,1138,+7/-7,16676,Nexusflow,Apache-2.0,2024/3,https://huggingface.co/Nexusflow/Starling-LM-7B-beta
194,188,Mixtral-8x7B-Instruct-v0.1,1138,+3/-3,76126,Mistral,Apache 2.0,2023/12,https://mistral.ai/news/mixtral-of-experts/
195,185,GPT-3.5-Turbo-0314,1137,+11/-11,5640,OpenAI,Proprietary,2021/9,https://platform.openai.com/docs/models/gpt-3-5
196,185,Gemini Pro,1137,+11/-11,6557,Google,Proprietary,2023/4,https://blog.google/technology/ai/gemini-api-developers-cloud/
197,187,Granite-3.1-2B-Instruct,1135,+10/-10,3380,IBM,Apache 2.0,,https://huggingface.co/ibm-granite/granite-3.1-2b-instruct
198,188,Claude-Instant-1,1135,+7/-7,20631,Anthropic,Proprietary,,https://www.anthropic.com/index/introducing-claude
199,188,Qwen1.5-14B-Chat,1135,+6/-6,18687,Alibaba,Qianwen LICENSE,2024/2,https://qwenlm.github.io/blog/qwen1.5/
200,188,Yi-34B-Chat,1134,+6/-6,15917,01 AI,Yi License,2023/6,https://huggingface.co/01-ai/Yi-34B-Chat
201,188,Yi-34B-Chat,1134,+6/-6,15917,01 AI,Yi License,2023/6,https://huggingface.co/01-ai/Yi-34B-Chat
202,193,GPT-3.5-Turbo-0125,1131,+4/-4,68867,OpenAI,Proprietary,2021/9,https://platform.openai.com/docs/models/gpt-3-5-turbo
203,193,Tulu-2-DPO-70B,1127,+9/-9,6658,AllenAI/UW,AI2 ImpACT Low-risk,2023/11,https://huggingface.co/allenai/tulu-2-dpo-70b
204,195,DBRX-Instruct-Preview,1125,+5/-5,33743,Databricks,DBRX LICENSE,2023/12,https://www.databricks.com/blog/introducing-dbrx-new-state-art-open-llm
205,193,WizardLM-70B-v1.0,1125,+9/-9,8383,Microsoft,Llama 2 Community,2023/8,https://huggingface.co/WizardLM/WizardLM-70B-V1.0
206,199,Llama-2-70B-chat,1122,+5/-5,39595,Meta,Llama 2 Community,2023/7,https://huggingface.co/meta-llama/Llama-2-70b-chat-hf
207,195,Nous-Hermes-2-Mixtral-8x7B-DPO,1119,+11/-11,3836,NousResearch,Apache-2.0,2024/1,https://huggingface.co/NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO
208,202,Meta-Llama-3.2-3B-Instruct,1117,+7/-7,8390,Meta,Llama 3.2,2023/12,https://ai.meta.com/blog/llama-3-2-connect-2024-vision-edge-mobile-devices/
209,202,Phi-3-Small-8k-Instruct,1117,+5/-5,18476,Microsoft,MIT,2023/10,https://huggingface.co/microsoft/Phi-3-small-8k-instruct
210,202,Starling-LM-7B-alpha,1114,+7/-7,10415,UC Berkeley,CC-BY-NC-4.0,2023/11,https://huggingface.co/berkeley-nest/Starling-LM-7B-alpha
211,202,OpenChat-3.5-0106,1113,+7/-7,12990,OpenChat,Apache-2.0,2024/1,https://huggingface.co/openchat/openchat-3.5-0106
212,203,Vicuna-33B,1112,+5/-5,22936,LMSYS,Non-commercial,2023/8,https://huggingface.co/lmsys/vicuna-33b-v1.3
213,202,DeepSeek-LLM-67B-Chat,1110,+11/-11,4988,DeepSeek AI,DeepSeek License,2023/11,https://huggingface.co/deepseek-ai/deepseek-llm-67b-chat
214,206,Snowflake Arctic Instruct,1108,+5/-5,34173,Snowflake,Apache 2.0,2024/4,https://www.snowflake.com/blog/arctic-open-efficient-foundation-language-models-snowflake/
215,206,Granite-3.0-8B-Instruct,1107,+8/-8,7002,IBM,Apache 2.0,,https://huggingface.co/ibm-granite/granite-3.0-8b-instruct
216,203,NV-Llama2-70B-SteerLM-Chat,1105,+12/-12,3636,Nvidia,Llama 2 Community,2023/11,https://huggingface.co/nvidia/Llama2-70B-SteerLM-Chat
217,206,OpenChat-3.5,1103,+9/-9,8106,OpenChat,Apache-2.0,2023/11,https://huggingface.co/openchat/openchat_3.5
218,208,Gemma-1.1-7B-it,1102,+5/-5,25070,Google,Gemma license,2024/2,https://huggingface.co/google/gemma-1.1-7b-it
219,208,GPT-3.5-Turbo-1106,1100,+8/-8,17036,OpenAI,Proprietary,2021/9,https://platform.openai.com/docs/models/gpt-3-5
220,208,OpenHermes-2.5-Mistral-7B,1100,+10/-10,5088,NousResearch,Apache-2.0,2023/11,https://huggingface.co/teknium/OpenHermes-2.5-Mistral-7B
221,208,pplx-70B-online,1099,+10/-10,6898,Perplexity AI,Proprietary,Online,https://blog.perplexity.ai/blog/introducing-pplx-online-llms
222,212,Mistral-7B-Instruct-v0.2,1097,+6/-6,20067,Mistral,Apache-2.0,2023/12,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.2
223,215,Llama-2-13b-chat,1092,+6/-6,19722,Meta,Llama 2 Community,2023/7,https://huggingface.co/meta-llama/Llama-2-13b-chat-hf
224,212,SOLAR-10.7B-Instruct-v1.0,1091,+12/-12,4286,Upstage AI,CC-BY-NC-4.0,2023/11,https://huggingface.co/upstage/SOLAR-10.7B-Instruct-v1.0
225,215,Granite-3.0-2B-Instruct,1090,+7/-7,7191,IBM,Apache 2.0,,https://huggingface.co/ibm-granite/granite-3.0-2b-instruct
226,213,Qwen1.5-7B-Chat,1090,+9/-9,4872,Alibaba,Qianwen LICENSE,2024/2,https://qwenlm.github.io/blog/qwen1.5/
227,212,Dolphin-2.2.1-Mistral-7B,1088,+15/-15,1714,Cognitive Computations,Apache-2.0,2023/10,https://huggingface.co/ehartford/dolphin-2.2.1-mistral-7b
228,216,Phi-3-Mini-4K-Instruct-June-24,1087,+6/-6,12808,Microsoft,MIT,2023/10,https://huggingface.co/microsoft/Phi-3-mini-4k-instruct
229,217,WizardLM-13b-v1.2,1084,+9/-9,7176,Microsoft,Llama 2 Community,2023/7,https://huggingface.co/WizardLM/WizardLM-13B-V1.2
230,222,Phi-3-Mini-4k-Instruct,1081,+5/-5,21097,Microsoft,MIT,2023/10,https://huggingface.co/microsoft/Phi-3-mini-4k-instruct
231,223,Zephyr-7B-beta,1076,+8/-8,11321,HuggingFace,MIT,2023/10,https://huggingface.co/HuggingFaceH4/zephyr-7b-beta
232,222,MPT-30B-chat,1075,+12/-12,2644,MosaicML,CC-BY-NC-SA-4.0,2023/6,https://huggingface.co/mosaicml/mpt-30b-chat
233,225,CodeLlama-34B-instruct,1072,+8/-8,7509,Meta,Llama 2 Community,2023/7,https://huggingface.co/codellama/CodeLlama-34b-Instruct-hf
234,229,Meta-Llama-3.2-1B-Instruct,1067,+7/-7,8523,Meta,Llama 3.2,2023/12,https://ai.meta.com/blog/llama-3-2-connect-2024-vision-edge-mobile-devices/
235,224,Zephyr-7B-alpha,1066,+15/-15,1811,HuggingFace,MIT,2023/10,https://huggingface.co/HuggingFaceH4/zephyr-7b-alpha
236,230,Vicuna-13B,1065,+6/-6,19775,LMSYS,Llama 2 Community,2023/7,https://huggingface.co/lmsys/vicuna-13b-v1.5
237,223,CodeLlama-70B-instruct,1065,+17/-17,1192,Meta,Llama 2 Community,2024/1,https://huggingface.co/codellama/CodeLlama-70b-hf
238,229,pplx-7B-online,1064,+10/-10,6339,Perplexity AI,Proprietary,Online,https://blog.perplexity.ai/blog/introducing-pplx-online-llms
239,230,Gemma-7B-it,1063,+9/-9,9176,Google,Gemma license,2024/2,https://huggingface.co/google/gemma-7b-it
240,228,SmolLM2-1.7B-Instruct,1062,+13/-13,2375,HuggingFace,Apache 2.0,,https://huggingface.co/HuggingFaceTB/SmolLM2-1.7B-Instruct
241,226,falcon-180b-chat,1061,+17/-17,1327,TII,Falcon-180B TII License,2023/9,https://huggingface.co/tiiuae/falcon-180B-chat
242,230,Phi-3-Mini-128k-Instruct,1061,+6/-6,21622,Microsoft,MIT,2023/10,https://azure.microsoft.com/en-us/blog/introducing-phi-3-redefining-whats-possible-with-slms/
243,230,Llama-2-7B-chat,1060,+6/-6,14532,Meta,Llama 2 Community,2023/7,https://huggingface.co/meta-llama/Llama-2-7b-chat-hf
244,230,Guanaco-33B,1060,+12/-12,2996,UW,Non-commercial,2023/5,https://huggingface.co/timdettmers/guanaco-33b-merged
245,230,Qwen-14B-Chat,1058,+10/-10,5065,Alibaba,Qianwen LICENSE,2023/8,https://huggingface.co/Qwen/Qwen-14B-Chat
246,235,StripedHyena-Nous-7B,1044,+10/-10,5276,Together AI,Apache 2.0,2023/12,https://huggingface.co/togethercomputer/StripedHyena-Nous-7B
247,243,Vicuna-7B,1038,+9/-9,7017,LMSYS,Llama 2 Community,2023/7,https://huggingface.co/lmsys/vicuna-7b-v1.5
248,240,OLMo-7B-instruct,1037,+10/-10,6503,Allen AI,Apache-2.0,2024/2,https://huggingface.co/allenai/OLMo-7B-Instruct
249,245,PaLM-Chat-Bison-001,1034,+9/-9,8713,Google,Proprietary,2021/6,https://cloud.google.com/vertex-ai/docs/generative-ai/learn/models#foundation_models
250,245,Gemma-1.1-2b-it,1032,+7/-7,11351,Google,Gemma license,2024/2,https://huggingface.co/google/gemma-1.1-2b-it
251,245,Mistral-7B-Instruct-v0.1,1031,+9/-9,9142,Mistral,Apache 2.0,2023/9,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.1
252,251,Gemma-2B-it,1011,+11/-11,4918,Google,Gemma license,2024/2,https://huggingface.co/google/gemma-2b-it
253,251,Qwen1.5-4B-Chat,1006,+9/-9,7816,Alibaba,Qianwen LICENSE,2024/2,https://qwenlm.github.io/blog/qwen1.5/
254,251,Koala-13B,996,+9/-9,7020,UC Berkeley,Non-commercial,2023/4,https://bair.berkeley.edu/blog/2023/04/03/koala/
255,253,ChatGLM3-6B,978,+11/-11,4763,Tsinghua,Apache-2.0,2023/10,https://huggingface.co/THUDM/chatglm3-6b
256,254,MPT-7B-Chat,963,+11/-11,3997,MosaicML,CC-BY-NC-SA-4.0,2023/5,https://huggingface.co/mosaicml/mpt-7b-chat
257,254,GPT4All-13B-Snoozy,962,+15/-15,1788,Nomic AI,Non-commercial,2023/3,https://huggingface.co/nomic-ai/gpt4all-13b-snoozy
258,254,RWKV-4-Raven-14B,956,+11/-11,4920,RWKV,Apache 2.0,2023/4,https://huggingface.co/BlinkDL/rwkv-4-raven
259,255,ChatGLM2-6B,947,+13/-13,2713,Tsinghua,Apache-2.0,2023/6,https://huggingface.co/THUDM/chatglm2-6b
260,255,Alpaca-13B,940,+11/-11,5864,Stanford,Non-commercial,2023/3,https://crfm.stanford.edu/2023/03/13/alpaca.html
261,258,ChatGLM-6B,925,+12/-12,4983,Tsinghua,Non-commercial,2023/3,https://huggingface.co/THUDM/chatglm-6b
262,258,OpenAssistant-Pythia-12B,923,+10/-10,6368,OpenAssistant,Apache 2.0,2023/4,https://huggingface.co/OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5
263,260,FastChat-T5-3B,901,+12/-12,4288,LMSYS,Apache 2.0,2023/4,https://huggingface.co/lmsys/fastchat-t5-3b-v1.0
264,263,StableLM-Tuned-Alpha-7B,873,+12/-12,3336,Stability AI,CC-BY-NC-SA-4.0,2023/4,https://huggingface.co/stabilityai/stablelm-tuned-alpha-7b
265,263,Dolly-V2-12B,857,+13/-13,3480,Databricks,MIT,2023/4,https://huggingface.co/databricks/dolly-v2-12b
266,264,LLaMA-13B,840,+16/-16,2446,Meta,Non-commercial,2023/2,https://arxiv.org/abs/2302.13971
