id,model_name,model_sha,model_precision,model_type,model_weight_type,model_architecture,model_average_score,model_has_chat_template,evaluations_ifeval_name,evaluations_ifeval_value,evaluations_ifeval_normalized_score,evaluations_bbh_name,evaluations_bbh_value,evaluations_bbh_normalized_score,evaluations_math_name,evaluations_math_value,evaluations_math_normalized_score,evaluations_gpqa_name,evaluations_gpqa_value,evaluations_gpqa_normalized_score,evaluations_musr_name,evaluations_musr_value,evaluations_musr_normalized_score,evaluations_mmlu_pro_name,evaluations_mmlu_pro_value,evaluations_mmlu_pro_normalized_score,features_is_not_available_on_hub,features_is_merged,features_is_moe,features_is_flagged,features_is_official_provider,metadata_upload_date,metadata_submission_date,metadata_generation,metadata_base_model,metadata_hub_license,metadata_hub_hearts,metadata_params_billions,metadata_co2_cost
CultriX/Qwen2.5-14B-BrocaV9_bfloat16_883dafbff4edb8c83ef58a33413d4e09e922a53d_False,CultriX/Qwen2.5-14B-BrocaV9,883dafbff4edb8c83ef58a33413d4e09e922a53d,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,37.8488780832664,FALSE,IFEval,0.676293346099461,67.6293346099461,BBH,0.639138358523899,48.0532249473857,MATH Level 5,0.296827794561934,29.6827794561934,GPQA,0.364093959731544,15.2125279642058,MUSR,0.46903125,18.3955729166667,MMLU-PRO,0.533078457446809,48.119828605201,FALSE,FALSE,FALSE,FALSE,FALSE,2025-01-02,2025-01-10,1,CultriX/Qwen2.5-14B-BrocaV9 (Merge),"",2,14.766,1.7740028034874
CultriX/Qwen2.5-14B-Brocav3_bfloat16_6f3fe686a79dcbcd5835ca100e194c49f493167b_False,CultriX/Qwen2.5-14B-Brocav3,6f3fe686a79dcbcd5835ca100e194c49f493167b,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,38.7642540094264,FALSE,IFEval,0.695177684100409,69.5177684100409,BBH,0.645235347618276,49.0491117834814,MATH Level 5,0.322507552870091,32.2507552870091,GPQA,0.359060402684564,14.5413870246085,MUSR,0.475635416666667,19.2544270833333,MMLU-PRO,0.531748670212766,47.9720744680851,FALSE,FALSE,FALSE,FALSE,FALSE,2024-12-23,2024-12-23,1,CultriX/Qwen2.5-14B-Brocav3 (Merge),"",2,14.766,1.8167389899472
CultriX/Qwen2.5-14B-Brocav6_bfloat16_bd981505b6950df69216b260c3c0d86124fded7b_False,CultriX/Qwen2.5-14B-Brocav6,bd981505b6950df69216b260c3c0d86124fded7b,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,38.3175682007454,FALSE,IFEval,0.699523929839493,69.9523929839493,BBH,0.638883526662656,47.819224806074,MATH Level 5,0.29607250755287,29.607250755287,GPQA,0.36744966442953,15.6599552572707,MUSR,0.474208333333333,18.8760416666667,MMLU-PRO,0.531914893617021,47.9905437352246,FALSE,FALSE,FALSE,FALSE,FALSE,2024-12-23,2024-12-23,1,CultriX/Qwen2.5-14B-Brocav6 (Merge),"",2,14.766,1.7914011355599
CultriX/Qwen2.5-14B-Brocav7_float16_06acee7f6e9796081ced6201001784907c77f96f_False,CultriX/Qwen2.5-14B-Brocav7,06acee7f6e9796081ced6201001784907c77f96f,float16,fine-tunedondomain-specificdatasets,Original,Qwen2ForCausalLM,38.5222137472979,FALSE,IFEval,0.67237152976325,67.237152976325,BBH,0.644402698132718,48.9053607833169,MATH Level 5,0.318731117824773,31.8731117824773,GPQA,0.36744966442953,15.6599552572707,MUSR,0.479604166666667,20.1505208333333,MMLU-PRO,0.525764627659575,47.3071808510638,FALSE,FALSE,FALSE,FALSE,FALSE,2024-12-23,2024-12-23,1,CultriX/Qwen2.5-14B-Brocav7 (Merge),"",1,14.766,1.70134942259186
CultriX/Qwen2.5-14B-Emerged_bfloat16_8bf0e31b23ee22858bbde2cee44dde88963f5084_False,CultriX/Qwen2.5-14B-Emerged,8bf0e31b23ee22858bbde2cee44dde88963f5084,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,37.6626166580798,FALSE,IFEval,0.700023714854364,70.0023714854364,BBH,0.626003368070331,45.9324193686847,MATH Level 5,0.307401812688822,30.7401812688822,GPQA,0.357382550335571,14.3176733780761,MUSR,0.46909375,18.4700520833333,MMLU-PRO,0.518617021276596,46.5130023640662,FALSE,FALSE,FALSE,FALSE,FALSE,2024-12-19,2024-12-19,1,CultriX/Qwen2.5-14B-Emerged (Merge),"",1,14.766,1.80736016762088
CultriX/Qwen2.5-14B-Emergedv3_bfloat16_f4df1b9c2bf37bbfd6b2e8f2ff244c6029a5d546_False,CultriX/Qwen2.5-14B-Emergedv3,f4df1b9c2bf37bbfd6b2e8f2ff244c6029a5d546,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,34.8420924559616,FALSE,IFEval,0.638849364131615,63.8849364131615,BBH,0.619072841105603,44.7316082426086,MATH Level 5,0.206948640483384,20.6948640483384,GPQA,0.360738255033557,14.7651006711409,MUSR,0.4728125,18.6015625,MMLU-PRO,0.517370345744681,46.3744828605201,FALSE,FALSE,FALSE,FALSE,FALSE,2024-12-21,2024-12-21,1,CultriX/Qwen2.5-14B-Emergedv3 (Merge),"",1,14.766,1.91892827649725
CultriX/Qwen2.5-14B-FinalMerge_bfloat16_8fd624d0d8989a312d344772814da3575423897a_False,CultriX/Qwen2.5-14B-FinalMerge,8fd624d0d8989a312d344772814da3575423897a,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,28.0570148706014,FALSE,IFEval,0.489097816017057,48.9097816017057,BBH,0.571494531001145,38.1624794834235,MATH Level 5,0.130664652567976,13.0664652567976,GPQA,0.354865771812081,13.9821029082774,MUSR,0.43790625,14.5049479166667,MMLU-PRO,0.457446808510638,39.7163120567376,FALSE,FALSE,FALSE,FALSE,FALSE,2024-12-22,2024-12-23,1,CultriX/Qwen2.5-14B-FinalMerge (Merge),"",1,14.766,1.94394149594043
CultriX/Qwen2.5-14B-Hyper_bfloat16_a6399c43f84736ed1b11d8cc7a25edf634781207_False,CultriX/Qwen2.5-14B-Hyper,a6399c43f84736ed1b11d8cc7a25edf634781207,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,37.5353489378836,FALSE,IFEval,0.539131726042456,53.9131726042456,BBH,0.650745334676611,49.7598793774984,MATH Level 5,0.330060422960725,33.0060422960725,GPQA,0.391778523489933,18.903803131991,MUSR,0.489833333333333,21.0291666666667,MMLU-PRO,0.537400265957447,48.6000295508274,FALSE,FALSE,FALSE,FALSE,FALSE,2025-01-19,2025-01-19,1,CultriX/Qwen2.5-14B-Hyper (Merge),"",1,14.766,5.77814895790771
CultriX/Qwen2.5-14B-Hyperionv3_bfloat16_bc36be5b5ca3053ae96d85e962249efd0b283c82_False,CultriX/Qwen2.5-14B-Hyperionv3,bc36be5b5ca3053ae96d85e962249efd0b283c82,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,39.2837721573279,FALSE,IFEval,0.683637193757009,68.3637193757009,BBH,0.652216560941194,49.950054883795,MATH Level 5,0.341389728096677,34.1389728096677,GPQA,0.370805369127517,16.1073825503356,MUSR,0.47296875,18.92109375,MMLU-PRO,0.533992686170213,48.2214095744681,FALSE,FALSE,FALSE,FALSE,FALSE,2025-01-10,2025-01-19,1,CultriX/Qwen2.5-14B-Hyperionv3 (Merge),"",4,14.766,1.9828553756956
CultriX/Qwen2.5-14B-Hyperionv4_bfloat16_60cc366b0648bcb40ed22ebc53d64cc5aca25550_False,CultriX/Qwen2.5-14B-Hyperionv4,60cc366b0648bcb40ed22ebc53d64cc5aca25550,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,37.3804918493776,FALSE,IFEval,0.541579675261639,54.1579675261639,BBH,0.647179197885655,49.0765201811839,MATH Level 5,0.330060422960725,33.0060422960725,GPQA,0.397651006711409,19.6868008948546,MUSR,0.483197916666667,19.86640625,MMLU-PRO,0.536402925531915,48.4892139479906,FALSE,FALSE,FALSE,FALSE,FALSE,2025-01-19,2025-01-19,1,CultriX/Qwen2.5-14B-Hyperionv4 (Merge),"",2,14.766,2.03680686508675
CultriX/Qwen2.5-14B-Hyperionv5_bfloat16_e0f4941349664a75ddd03e4d2c190284c951e54b_False,CultriX/Qwen2.5-14B-Hyperionv5,e0f4941349664a75ddd03e4d2c190284c951e54b,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,38.2773362664221,FALSE,IFEval,0.672921182462533,67.2921182462533,BBH,0.644265785086055,48.9482798273701,MATH Level 5,0.295317220543807,29.5317220543807,GPQA,0.371644295302013,16.2192393736018,MUSR,0.479541666666667,19.8760416666667,MMLU-PRO,0.53016954787234,47.7966164302601,FALSE,FALSE,FALSE,FALSE,FALSE,2025-01-19,2025-01-19,1,CultriX/Qwen2.5-14B-Hyperionv5 (Merge),"",2,14.766,1.98673412786768
CultriX/Qwen2.5-14B-MegaMerge-pt2_bfloat16_20397f6cafc09c2cb74f105867cd99b3c68c71dc_False,CultriX/Qwen2.5-14B-MegaMerge-pt2,20397f6cafc09c2cb74f105867cd99b3c68c71dc,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,36.6943142526711,FALSE,IFEval,0.568307645935008,56.8307645935008,BBH,0.657770333051015,50.9079030473653,MATH Level 5,0.273413897280967,27.3413897280967,GPQA,0.379194630872483,17.2259507829978,MUSR,0.472875,18.7427083333333,MMLU-PRO,0.542054521276596,49.1171690307329,TRUE,TRUE,FALSE,FALSE,FALSE,2024-10-24,2024-10-25,1,CultriX/Qwen2.5-14B-MegaMerge-pt2 (Merge),apache-2.0,2,14.766,2.25043378483341
CultriX/Qwen2.5-14B-MergeStock_bfloat16_fa00543296f2731793dfb0aac667571ccf1abb5b_False,CultriX/Qwen2.5-14B-MergeStock,fa00543296f2731793dfb0aac667571ccf1abb5b,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,36.3902585547583,FALSE,IFEval,0.568532604600239,56.8532604600239,BBH,0.657933639192311,51.0093910133211,MATH Level 5,0.273413897280967,27.3413897280967,GPQA,0.373322147651007,16.4429530201342,MUSR,0.467635416666667,17.8544270833333,MMLU-PRO,0.539561170212766,48.8401300236407,TRUE,TRUE,FALSE,FALSE,FALSE,2024-10-23,2024-10-24,1,CultriX/Qwen2.5-14B-MergeStock (Merge),apache-2.0,2,14.766,4.43060565447224
CultriX/Qwen2.5-14B-Ultimav2_bfloat16_9c805171d56f5d8720c687084c1ffc26bdf0acba_False,CultriX/Qwen2.5-14B-Ultimav2,9c805171d56f5d8720c687084c1ffc26bdf0acba,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,38.7348954814961,FALSE,IFEval,0.550022828317752,55.0022828317753,BBH,0.655502748697671,50.4410526941408,MATH Level 5,0.378398791540786,37.8398791540785,GPQA,0.38506711409396,18.0089485458613,MUSR,0.4965625,22.0369791666667,MMLU-PRO,0.541722074468085,49.0802304964539,TRUE,TRUE,FALSE,FALSE,FALSE,2025-02-04,2025-02-05,1,CultriX/Qwen2.5-14B-Ultimav2 (Merge),apache-2.0,3,14.766,3.9333439977497
CultriX/Qwen2.5-14B-Unity_bfloat16_1d15e7941e6ceff5d6e4f293378947bee721a24d_False,CultriX/Qwen2.5-14B-Unity,1d15e7941e6ceff5d6e4f293378947bee721a24d,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,33.6668022469237,FALSE,IFEval,0.673895264564688,67.3895264564689,BBH,0.601995554097778,42.2586168929134,MATH Level 5,0.153323262839879,15.3323262839879,GPQA,0.347315436241611,12.9753914988814,MUSR,0.467947916666667,18.76015625,MMLU-PRO,0.507563164893617,45.2847960992908,FALSE,FALSE,FALSE,FALSE,FALSE,2024-12-21,2024-12-21,1,CultriX/Qwen2.5-14B-Unity (Merge),"",3,14.766,1.91368889600652
CultriX/Qwen2.5-14B-Wernicke_bfloat16_622c0a58ecb0c0c679d7381a823d2ae5ac2b8ce1_False,CultriX/Qwen2.5-14B-Wernicke,622c0a58ecb0c0c679d7381a823d2ae5ac2b8ce1,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,36.99924187859,FALSE,IFEval,0.523469948625203,52.3469948625203,BBH,0.656835966250157,50.6428760924226,MATH Level 5,0.324773413897281,32.4773413897281,GPQA,0.393456375838926,19.1275167785235,MUSR,0.46890625,18.2466145833333,MMLU-PRO,0.542386968085106,49.1541075650118,TRUE,TRUE,FALSE,FALSE,FALSE,2024-10-21,2024-10-22,1,CultriX/Qwen2.5-14B-Wernicke (Merge),apache-2.0,5,14.77,2.22223448799219
CultriX/Qwen2.5-14B-Wernicke-SFT_bfloat16_3b68dfba2cf79e4a15e8f4271f7d4b62d2ab9f26_True,CultriX/Qwen2.5-14B-Wernicke-SFT,3b68dfba2cf79e4a15e8f4271f7d4b62d2ab9f26,bfloat16,fine-tunedondomain-specificdatasets,Original,Qwen2ForCausalLM,33.5243355575886,TRUE,IFEval,0.493744376033369,49.3744376033369,BBH,0.646058623656551,49.3305717632737,MATH Level 5,0.358006042296073,35.8006042296073,GPQA,0.354026845637584,13.8702460850112,MUSR,0.39,7.55,MMLU-PRO,0.506981382978723,45.2201536643026,TRUE,TRUE,FALSE,FALSE,FALSE,2024-11-16,2024-11-17,1,CultriX/Qwen2.5-14B-Wernicke-SFT (Merge),apache-2.0,2,14.77,1.39301270229384
CultriX/Qwen2.5-14B-Wernicke-SLERP_bfloat16_180175561e8061be067fc349ad4491270f19976f_True,CultriX/Qwen2.5-14B-Wernicke-SLERP,180175561e8061be067fc349ad4491270f19976f,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,30.6398251578332,TRUE,IFEval,0.558890410776739,55.8890410776739,BBH,0.64409290096046,49.372327095724,MATH Level 5,0.0944108761329305,9.44108761329305,GPQA,0.343959731543624,12.5279642058166,MUSR,0.41403125,11.1205729166667,MMLU-PRO,0.509391622340426,45.4879580378251,FALSE,FALSE,FALSE,FALSE,FALSE,"",2024-10-25,0,Removed,"",0,14.491,2.15598769238164
CultriX/Qwen2.5-14B-Wernickev3_bfloat16_bd141b0df78ad1f6e2938edf167c2305b395a2b2_False,CultriX/Qwen2.5-14B-Wernickev3,bd141b0df78ad1f6e2938edf167c2305b395a2b2,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,37.9405579384004,FALSE,IFEval,0.704819877923909,70.4819877923909,BBH,0.618414699283942,44.5762749061811,MATH Level 5,0.327794561933535,32.7794561933535,GPQA,0.36241610738255,14.9888143176734,MUSR,0.471666666666667,18.6916666666667,MMLU-PRO,0.515126329787234,46.1251477541371,FALSE,FALSE,FALSE,FALSE,FALSE,2024-12-19,2024-12-19,1,CultriX/Qwen2.5-14B-Wernickev3 (Merge),"",3,14.766,1.91563425030707
CultriX/Qwen2.5-14B-partialmergept1_bfloat16_02c6491a2affea23c1e5d89d324a90d24a0e5381_False,CultriX/Qwen2.5-14B-partialmergept1,02c6491a2affea23c1e5d89d324a90d24a0e5381,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,34.8539338747705,FALSE,IFEval,0.633728507028019,63.3728507028019,BBH,0.615117840621354,44.5944042928325,MATH Level 5,0.198640483383686,19.8640483383686,GPQA,0.361577181208054,14.8769574944072,MUSR,0.475697916666667,19.6622395833333,MMLU-PRO,0.520777925531915,46.7531028368795,FALSE,FALSE,FALSE,FALSE,FALSE,2025-01-02,2025-01-19,1,CultriX/Qwen2.5-14B-partialmergept1 (Merge),"",0,14.766,2.00933613927574
CultriX/Qwenfinity-2.5-14B_bfloat16_6acc1308274031b045f028b0a0290cdbe4243a04_False,CultriX/Qwenfinity-2.5-14B,6acc1308274031b045f028b0a0290cdbe4243a04,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,27.9665196797518,FALSE,IFEval,0.481379406641046,48.1379406641046,BBH,0.565500727197003,37.2599424221207,MATH Level 5,0.148791540785499,14.8791540785499,GPQA,0.348993288590604,13.1991051454139,MUSR,0.450583333333333,15.45625,MMLU-PRO,0.449800531914894,38.8667257683215,FALSE,FALSE,FALSE,FALSE,FALSE,2024-12-21,2024-12-23,1,CultriX/Qwenfinity-2.5-14B (Merge),"",0,14.766,1.97706661364172
CultriX/Qwestion-14B_bfloat16_e286bfafbc28e36859202c9f06ed8287a4f1d8b6_False,CultriX/Qwestion-14B,e286bfafbc28e36859202c9f06ed8287a4f1d8b6,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,37.6302935063908,FALSE,IFEval,0.631780342823708,63.1780342823708,BBH,0.645010473914054,48.7570344969004,MATH Level 5,0.317220543806647,31.7220543806647,GPQA,0.368288590604027,15.7718120805369,MUSR,0.463604166666667,17.2171875,MMLU-PRO,0.542220744680851,49.1356382978723,TRUE,TRUE,FALSE,FALSE,FALSE,2024-11-21,2024-11-23,1,CultriX/Qwestion-14B (Merge),apache-2.0,1,14.766,1.853821042008
CultriX/SeQwence-14B_bfloat16_f4a147b717ba0e9392f96e343250b00239196a22_False,CultriX/SeQwence-14B,f4a147b717ba0e9392f96e343250b00239196a22,bfloat16,fine-tunedondomain-specificdatasets,Original,Qwen2ForCausalLM,36.6596867660158,FALSE,IFEval,0.535160042021835,53.5160042021835,BBH,0.650566529128897,50.1635776346552,MATH Level 5,0.33987915407855,33.987915407855,GPQA,0.360738255033557,14.7651006711409,MUSR,0.466614583333333,18.4268229166667,MMLU-PRO,0.54188829787234,49.0986997635934,TRUE,FALSE,FALSE,FALSE,FALSE,2024-11-20,2024-11-20,0,CultriX/SeQwence-14B,apache-2.0,3,14.766,1.79638255277816
CultriX/SeQwence-14B-EvolMerge_bfloat16_a98c932f0d71d76883fe9aa9d708af0506b01343_False,CultriX/SeQwence-14B-EvolMerge,a98c932f0d71d76883fe9aa9d708af0506b01343,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,37.2004133020952,FALSE,IFEval,0.538157643940301,53.8157643940301,BBH,0.657218343472388,50.7803514771798,MATH Level 5,0.31797583081571,31.797583081571,GPQA,0.380872483221477,17.4496644295302,MUSR,0.482083333333333,20.2604166666667,MMLU-PRO,0.54188829787234,49.0986997635934,TRUE,TRUE,FALSE,FALSE,FALSE,2024-11-27,2024-11-27,1,CultriX/SeQwence-14B-EvolMerge (Merge),apache-2.0,2,14.766,1.95082604575552
CultriX/SeQwence-14B-EvolMergev1_bfloat16_6cc7116cdea757635dba52bb82a306654d118e77_False,CultriX/SeQwence-14B-EvolMergev1,6cc7116cdea757635dba52bb82a306654d118e77,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,36.8521831477479,FALSE,IFEval,0.555468379455401,55.5468379455401,BBH,0.654554738276298,50.3022589484221,MATH Level 5,0.324773413897281,32.4773413897281,GPQA,0.376677852348993,16.8903803131991,MUSR,0.462270833333333,17.0838541666667,MMLU-PRO,0.539311835106383,48.8124261229315,FALSE,FALSE,FALSE,FALSE,FALSE,2024-11-25,2024-11-27,1,CultriX/SeQwence-14B-EvolMergev1 (Merge),"",2,14.766,1.95789601078068
CultriX/SeQwence-14B-v5_bfloat16_9f43ad41542be56f6a18f31bfa60086318735ed5_False,CultriX/SeQwence-14B-v5,9f43ad41542be56f6a18f31bfa60086318735ed5,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,37.2686629315871,FALSE,IFEval,0.591988147005501,59.1988147005501,BBH,0.651709360579694,49.9957311603177,MATH Level 5,0.310422960725076,31.0422960725076,GPQA,0.36996644295302,15.9955257270693,MUSR,0.471416666666667,18.3270833333333,MMLU-PRO,0.541472739361702,49.0525265957447,FALSE,FALSE,FALSE,FALSE,FALSE,"",2024-11-18,0,Removed,"",0,14.766,1.86516004607378
CultriX/SeQwence-14Bv1_bfloat16_542bfbd2e6fb25ecd11b84d956764eb23233a034_False,CultriX/SeQwence-14Bv1,542bfbd2e6fb25ecd11b84d956764eb23233a034,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,38.197632489078,FALSE,IFEval,0.667800325358937,66.7800325358937,BBH,0.634467372710345,47.1908979162892,MATH Level 5,0.335347432024169,33.5347432024169,GPQA,0.361577181208054,14.8769574944072,MUSR,0.470427083333333,18.8033854166667,MMLU-PRO,0.531998005319149,47.9997783687943,TRUE,TRUE,FALSE,FALSE,FALSE,2024-11-24,2024-11-27,1,CultriX/SeQwence-14Bv1 (Merge),apache-2.0,2,14.766,1.83019111120074
CultriX/SeQwence-14Bv2_bfloat16_674c6d49b604fdf26e327e1e86c4fde0724b98e8_False,CultriX/SeQwence-14Bv2,674c6d49b604fdf26e327e1e86c4fde0724b98e8,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,34.4097628492804,FALSE,IFEval,0.578599227826611,57.8599227826611,BBH,0.630451262710858,46.5292238765196,MATH Level 5,0.216012084592145,21.6012084592145,GPQA,0.360738255033557,14.7651006711409,MUSR,0.460104166666667,17.5463541666667,MMLU-PRO,0.533410904255319,48.1567671394799,FALSE,FALSE,FALSE,FALSE,FALSE,2024-11-27,2024-12-08,1,CultriX/SeQwence-14Bv2 (Merge),"",0,14.766,1.97489368603947
CultriX/SeQwence-14Bv3_bfloat16_b3f2b5273bbc996814a25aa9060fd6f4c0d93bca_False,CultriX/SeQwence-14Bv3,b3f2b5273bbc996814a25aa9060fd6f4c0d93bca,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,34.4110320562726,FALSE,IFEval,0.571904768237166,57.1904768237166,BBH,0.630225384840995,46.3853675045048,MATH Level 5,0.221299093655589,22.1299093655589,GPQA,0.36493288590604,15.324384787472,MUSR,0.462427083333333,17.2700520833333,MMLU-PRO,0.533494015957447,48.1660017730497,FALSE,FALSE,FALSE,FALSE,FALSE,2024-11-27,2024-11-27,1,CultriX/SeQwence-14Bv3 (Merge),"",2,14.766,1.96507464637307
DRXD1000/Atlas-7B_bfloat16_967ee983e2a0b163c12da69f1f81aaf8ffb2a456_True,DRXD1000/Atlas-7B,967ee983e2a0b163c12da69f1f81aaf8ffb2a456,bfloat16,fine-tunedondomain-specificdatasets,Original,LlamaForCausalLM,8.50963889421262,TRUE,IFEval,0.370445972242539,37.0445972242539,BBH,0.330217669776013,7.54020754143639,MATH Level 5,0.00226586102719033,0.226586102719033,GPQA,0.25755033557047,1.00671140939597,MUSR,0.33425,0.78125,MMLU-PRO,0.140126329787234,4.45848108747045,TRUE,FALSE,FALSE,FALSE,FALSE,2024-12-10,2024-12-10,0,DRXD1000/Atlas-7B,apache-2.0,0,7.768,1.25675837599956
DRXD1000/Phoenix-7B_bfloat16_a5caa8036d8b7819eb723debe3f037471b5c4882_True,DRXD1000/Phoenix-7B,a5caa8036d8b7819eb723debe3f037471b5c4882,bfloat16,fine-tunedondomain-specificdatasets,Original,MistralForCausalLM,12.1432156087241,TRUE,IFEval,0.320961714916422,32.0961714916422,BBH,0.393156603472822,15.6201796643319,MATH Level 5,0,0,GPQA,0.278523489932886,3.80313199105145,MUSR,0.384947916666667,6.41848958333333,MMLU-PRO,0.234291888297872,14.9213209219858,TRUE,FALSE,FALSE,FALSE,FALSE,2024-01-10,2024-12-11,0,DRXD1000/Phoenix-7B,apache-2.0,17,7.242,0.470872419197835
DUAL-GPO/zephyr-7b-ipo-0k-15k-i1_bfloat16_564d269c67dfcc5c07a4fbc270a6a48da1929d30_False,DUAL-GPO/zephyr-7b-ipo-0k-15k-i1,564d269c67dfcc5c07a4fbc270a6a48da1929d30,bfloat16,chatmodels,Adapter,?,15.4929476596832,FALSE,IFEval,0.275624232591745,27.5624232591746,BBH,0.447271244756595,22.6586426600964,MATH Level 5,0.0302114803625378,3.02114803625378,GPQA,0.291107382550336,5.48098434004475,MUSR,0.41734375,10.56796875,MMLU-PRO,0.312998670212766,23.6665189125296,FALSE,FALSE,FALSE,FALSE,FALSE,2024-09-20,2024-09-22,1,DUAL-GPO/zephyr-7b-ipo-qlora-v0-merged,"",0,14.483,0.971423382137328
DZgas/GIGABATEMAN-7B_float16_edf2840350e7fd55895d9df560b489ac10ecb95e_False,DZgas/GIGABATEMAN-7B,edf2840350e7fd55895d9df560b489ac10ecb95e,float16,basemergesandmoerges,Original,MistralForCausalLM,20.4462927397202,FALSE,IFEval,0.460746375173429,46.0746375173429,BBH,0.503218434286276,29.827516654014,MATH Level 5,0.0536253776435045,5.36253776435045,GPQA,0.289429530201342,5.2572706935123,MUSR,0.43284375,11.9721354166667,MMLU-PRO,0.317652925531915,24.183658392435,FALSE,FALSE,FALSE,FALSE,FALSE,2024-04-17,2024-09-15,1,DZgas/GIGABATEMAN-7B (Merge),"",6,7.242,0.630337327119902
Daemontatox/AetherDrake-SFT_float16_17a0f90f0c06f2adc885faccd0a6172a7b996126_False,Daemontatox/AetherDrake-SFT,17a0f90f0c06f2adc885faccd0a6172a7b996126,float16,fine-tunedondomain-specificdatasets,Original,LlamaForCausalLM,22.8270284619053,FALSE,IFEval,0.480355456854479,48.0355456854479,BBH,0.487200755072202,27.1392523216301,MATH Level 5,0.146525679758308,14.6525679758308,GPQA,0.320469798657718,9.39597315436242,MUSR,0.40884375,9.97213541666667,MMLU-PRO,0.349900265957447,27.7666962174941,TRUE,FALSE,FALSE,FALSE,FALSE,2024-12-24,2024-12-25,1,Daemontatox/AetherDrake-SFT (Merge),apache-2.0,1,8.03,1.44931329121135
Daemontatox/AetherSett_bfloat16_d8d86c6dc1b693192931b02e39290eca331ae84e_False,Daemontatox/AetherSett,d8d86c6dc1b693192931b02e39290eca331ae84e,bfloat16,fine-tunedondomain-specificdatasets,Original,Qwen2ForCausalLM,29.9221366110032,FALSE,IFEval,0.536958603172915,53.6958603172915,BBH,0.545162443546548,34.7441456018993,MATH Level 5,0.307401812688822,30.7401812688822,GPQA,0.307885906040268,7.71812080536913,MUSR,0.4603125,16.2057291666667,MMLU-PRO,0.427859042553192,36.4287825059102,TRUE,FALSE,FALSE,FALSE,FALSE,2024-12-30,2024-12-30,3,Qwen/Qwen2.5-7B,apache-2.0,1,7.616,1.30685619155696
Daemontatox/AetherTOT_float16_71d99f8fb69276422daae61222e57087000c05b0_False,Daemontatox/AetherTOT,71d99f8fb69276422daae61222e57087000c05b0,float16,fine-tunedondomain-specificdatasets,Original,MllamaForConditionalGeneration,23.1914132141556,FALSE,IFEval,0.439764269914937,43.9764269914937,BBH,0.506605634247206,29.4363914956346,MATH Level 5,0.149546827794562,14.9546827794562,GPQA,0.323825503355705,9.84340044742729,MUSR,0.407854166666667,9.78177083333333,MMLU-PRO,0.380402260638298,31.1558067375887,TRUE,FALSE,FALSE,FALSE,FALSE,2024-12-27,2024-12-28,2,meta-llama/Llama-3.2-11B-Vision-Instruct,apache-2.0,0,10.67,0.69892344538841
Daemontatox/AetherTOT_bfloat16_71d99f8fb69276422daae61222e57087000c05b0_False,Daemontatox/AetherTOT,71d99f8fb69276422daae61222e57087000c05b0,bfloat16,multimodal,Original,MllamaForConditionalGeneration,22.8747084185719,FALSE,IFEval,0.43829040279791,43.829040279791,BBH,0.503430763053399,29.0318573141746,MATH Level 5,0.144259818731118,14.4259818731118,GPQA,0.323825503355705,9.84340044742729,MUSR,0.4051875,9.2484375,MMLU-PRO,0.37782579787234,30.8695330969267,TRUE,FALSE,FALSE,FALSE,FALSE,2024-12-27,2024-12-28,2,meta-llama/Llama-3.2-11B-Vision-Instruct,apache-2.0,0,10.67,0.708698329429445
